Test Case ID,DateTime,Duration (sec),Input Address,Actual Returned Address,Latitude,Longitude,PCode,Result Format OK?,Missing Fields,Error Type (if any),Exception/Traceback,Test Outcome,Notes,
TC_0414,8/8/2025 18:34,0.116,ဗဟန်းလမ်း၊အမှတ်(၁)ရပ်ကွက်၊မြိုင်,အမှတ် (၁) ရပ်ကွက်၊ ဘိုကလေး၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017024701501,All fields present,None,No error,,Sanity check: Pass,,
TC_0415,8/8/2025 18:34,0.003,မြိုင် ၁၁ လမ်း၊ ပခုက္ကူ,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA+%E1%81%81%E1%81%81+%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A+%E1%80%95%E1%80%81%E1%80%AF%E1%80%80%E1%80%B9%E1%80%80%E1%80%B0&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF7826A630>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0416,8/8/2025 18:34,0.068,အမှတ်(၁၁)ရပ်ကွက်၊၁၅လမ်းနှင့်မြိုင်လမ်းထောင့်၊ပခုက္ကူမြို့,အမှတ် (၁) ရပ်ကွက်၊ ပခုက္ကူ၊ ပခုက္ကူခရိုင်၊ မကွေးတိုင်းဒေသကြီး,21.3394161,95.0702794,MMR009018701501,All fields present,None,No error,,Sanity check: Pass,,
TC_0417,8/8/2025 18:34,0.074,အမှတ် ၉/၁၆၊ဗိုလ်တက်ထိန်လမ်း၊ရန်အောင်(၁)ရပ်ကွက်၊ပျဉ်းမနား၊,ရန်အောင်မြင်ရပ်ကွက်၊ နတ်မောက်၊ မကွေးခရိုင်၊ မကွေးတိုင်းဒေသကြီး,20.3520127,95.3965729,MMR009006701506,All fields present,None,No error,,Sanity check: Pass,,
TC_0418,8/8/2025 18:34,0.069,အမှတ်(၆/၁၉၂)၊အောင်ချမ်းသာဘုရားရှေ့၊ဗိုလ်ချုပ်လမ်း၊မျိုးဦးရပ်ကွက်၊ပျဉ်းမနား၊,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA%E1%81%86%2F%E1%81%81%E1%81%89%E1%81%82%E1%81%8A%E1%80%A1%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%81%E1%80%BB%E1%80%99%E1%80%BA%E1%80%B8%E1%80%9E%E1%80%AC%E1%80%98%E1%80%AF%E1%80%9B%E1%80%AC%E1%80%B8%E1%80%9B%E1%80%BE%E1%80%B1%E1%80%B7%E1%81%8A%E1%80%97%E1%80%AD%E1%80%AF%E1%80%9C%E1%80%BA%E1%80%81%E1%80%BB%E1%80%AF%E1%80%95%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A%E1%80%99%E1%80%BB%E1%80%AD%E1%80%AF%E1%80%B8%E1%80%A6%E1%80%B8%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA%E1%81%8A%E1%80%95%E1%80%BB%E1%80%89%E1%80%BA%E1%80%B8%E1%80%99%E1%80%94%E1%80%AC%E1%80%B8%E1%81%8A&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78237680>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0419,8/8/2025 18:34,0.011,အမှတ် ၂၄၆ ဇမ္ဗူသပြေလမ်း၊ သပြေကုန်း၊ ဇမ္ဗူသီရိမြို့နယ်,အောင်ဇမ္ဗူရပ်ကွက်၊ ဇမ္ဗူသီရိ၊ ဇမ္ဗူသီရိ၊ ဒက္ခိဏခရိုင်၊ နေပြည်တော်,19.74332,96.094307,MMR018002,All fields present,None,No error,,Sanity check: Pass,,
TC_0420,8/8/2025 18:34,0.015,အမှတ်(၅)၊ရန်ကုန်မန္တလေးလမ်းဟောင်း၊ပြည်စံအောင်ရပ်ကွက်၊ဇေယျာသီရိမြို့နယ်၊နေပြည်တော်,ပြည်စံအောင်ရပ်ကွက်၊ ဇေယျာသီရိ၊ ဇေယျာသီရိ၊ ဥတ္တရခရိုင်၊ နေပြည်တော်,19.902152,96.244915,MMR018001701503,All fields present,None,No error,,Sanity check: Pass,,
TC_0421,8/8/2025 18:34,0.063,အမှတ် 61၊ ပြင်မနား-တောင်ညိုလမ်း၊ ကျောင်းစုရပ်ကွက်၊ တောင်ညို၊ ဥက္ကာသီရိမြို့နယ်၊,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA+61%E1%81%8A+%E1%80%95%E1%80%BC%E1%80%84%E1%80%BA%E1%80%99%E1%80%94%E1%80%AC%E1%80%B8%E1%80%90%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%8A%E1%80%AD%E1%80%AF%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A+%E1%80%80%E1%80%BB%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%B8%E1%80%85%E1%80%AF%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA%E1%81%8A+%E1%80%90%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%8A%E1%80%AD%E1%80%AF%E1%81%8A+%E1%80%A5%E1%80%80%E1%80%B9%E1%80%80%E1%80%AC%E1%80%9E%E1%80%AE%E1%80%9B%E1%80%AD%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%94%E1%80%9A%E1%80%BA%E1%81%8A&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF783095E0>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0422,8/8/2025 18:34,0.004,အမှတ် ၁/၇၇၊ ဗိုလ်ချုပ်လမ်းနှင့် ပိတောက်လမ်းထောင့်၊,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA+%E1%81%81%2F%E1%81%87%E1%81%87%E1%81%8A+%E1%80%97%E1%80%AD%E1%80%AF%E1%80%9C%E1%80%BA%E1%80%81%E1%80%BB%E1%80%AF%E1%80%95%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%80%94%E1%80%BE%E1%80%84%E1%80%B7%E1%80%BA+%E1%80%95%E1%80%AD%E1%80%90%E1%80%B1%E1%80%AC%E1%80%80%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%80%91%E1%80%B1%E1%80%AC%E1%80%84%E1%80%B7%E1%80%BA%E1%81%8A&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78309730>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0423,8/8/2025 18:34,0.014,အမှတ် ၄/၁၉၅၊လမ်းမတော်လမ်း၊(၄)ရပ်ကွက်၊ဥပဒေလမ်း၊နေပြည်တော်,အမှတ် (၄) ရပ်ကွက်၊ လယ်ဝေး၊ လယ်ဝေး၊ ဒက္ခိဏခရိုင်၊ နေပြည်တော်,19.6348832,96.107645,MMR018007701504,All fields present,None,No error,,Sanity check: Pass,,
TC_0424,8/8/2025 18:34,0.009,ကျောက်ကာလမ်း၊ချမ်းမြဝတီရပ်ကွက်၊မုံရွ,ချမ်းမြဝတီရပ်ကွက်၊ မုံရွာ၊ မုံရွာ၊ မုံရွာခရိုင်၊ စစ်ကိုင်းတိုင်းဒေသကြီး,22.1215513,95.1536327,MMR005012701527,All fields present,None,No error,,Sanity check: Pass,,
TC_0425,8/8/2025 18:34,0.004,ဗိုလ်ချုပ်လမ်း၊မြို့သစ်လမ်း၊အာမန်သစ် ကော်ဖီဆိုင်အနီး၊ မုံရွ,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%97%E1%80%AD%E1%80%AF%E1%80%9C%E1%80%BA%E1%80%81%E1%80%BB%E1%80%AF%E1%80%95%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%9E%E1%80%85%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A%E1%80%A1%E1%80%AC%E1%80%99%E1%80%94%E1%80%BA%E1%80%9E%E1%80%85%E1%80%BA+%E1%80%80%E1%80%B1%E1%80%AC%E1%80%BA%E1%80%96%E1%80%AE%E1%80%86%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%A1%E1%80%94%E1%80%AE%E1%80%B8%E1%81%8A+%E1%80%99%E1%80%AF%E1%80%B6%E1%80%9B%E1%80%BD&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF7830A4E0>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0426,8/8/2025 18:34,0.005,မုံရွာ-ရွှေဘိုလမ်း ရဲစခန်းဝင်း ၊ အရာတော်,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%99%E1%80%AF%E1%80%B6%E1%80%9B%E1%80%BD%E1%80%AC%E1%80%9B%E1%80%BD%E1%80%BE%E1%80%B1%E1%80%98%E1%80%AD%E1%80%AF%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8+%E1%80%9B%E1%80%B2%E1%80%85%E1%80%81%E1%80%94%E1%80%BA%E1%80%B8%E1%80%9D%E1%80%84%E1%80%BA%E1%80%B8+%E1%81%8A+%E1%80%A1%E1%80%9B%E1%80%AC%E1%80%90%E1%80%B1%E1%80%AC%E1%80%BA&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78674C20>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0427,8/8/2025 18:34,0.013,မုံရွာ-ဂန့်ဂေါလမ်း၊ပါရမီရပ်ကွက်၊ပုလဲ,ပါရမီရပ်ကွက်၊ စစ်ကိုင်း၊ စစ်ကိုင်း၊ စစ်ကိုင်းခရိုင်၊ စစ်ကိုင်းတိုင်းဒေသကြီး,21.9159702,95.9621106,MMR005001701518,All fields present,None,No error,,Sanity check: Pass,,
TC_0428,8/8/2025 18:34,0.068,ပုလဲ-ဂန့်ဂေါလမ်း၊သုခရပ်ကွက်၊ယင်းမာပင်မြို့,ယင်းမာပင်၊ ယင်းမာပင်ခရိုင်၊ စစ်ကိုင်းတိုင်းဒေသကြီး,32.1574351,-82.907123,MMR005016701,All fields present,None,No error,,Sanity check: Pass,,
TC_0429,8/8/2025 18:34,0.008,ဆားလင်းကြီးမြို့နယ် ညောင်ပင်ကြီးကျေးရွ,အမှတ် (၁) ရပ်ကွက်၊ ဆားလင်းကြီး၊ ဆားလင်းကြီး၊ ယင်းမာပင်ခရိုင်၊ စစ်ကိုင်းတိုင်းဒေသကြီး,21.9866208,95.0963141,MMR005018,All fields present,None,No error,,Sanity check: Pass,,
TC_0430,8/8/2025 18:34,0.072,တောင်ရိုးလမ်း၊ မန်းဦးမျိုးသစ်ရပ်ကွက်၊ စစ်ကိုင်းတိုင်းဒေသကြီး,စစ်ကိုင်းတိုင်းဒေသကြီး,22.2858321,95.4476422,MMR005,All fields present,None,No error,,Sanity check: Pass,,
TC_0431,8/8/2025 18:34,0.003,မန္တလေး-မုံရွာလမ်း၊သီဟတန်း၊မြင်းမူ ။,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%99%E1%80%94%E1%80%B9%E1%80%90%E1%80%9C%E1%80%B1%E1%80%B8%E1%80%99%E1%80%AF%E1%80%B6%E1%80%9B%E1%80%BD%E1%80%AC%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A%E1%80%9E%E1%80%AE%E1%80%9F%E1%80%90%E1%80%94%E1%80%BA%E1%80%B8%E1%81%8A%E1%80%99%E1%80%BC%E1%80%84%E1%80%BA%E1%80%B8%E1%80%99%E1%80%B0+%E1%81%8B&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF7852A270>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0432,8/8/2025 18:34,0.075,မမ (၁၀၆)၊ဇေလမ်း၊ဗိုလ်တဲလမ်း၊မျိုးမရပ်ကွက်၊ချောင်းဦး,ရန်မျိုးလုံရပ်ကွက်၊ ချမ်းအေးသာဇံ၊ မန္တလေးခရိုင်၊ မန္တလေးတိုင်းဒေသကြီး,21.9754362,96.057758,MMR010002701504,All fields present,None,No error,,Sanity check: Pass,,
TC_0433,8/8/2025 18:34,0.067,"အထက ကျောင်း၀န်း , မိန်းလမ်း , စျေးသစ်ရပ် , ဒီပဲယင်း ။",,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%91%E1%80%80+%E1%80%80%E1%80%BB%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%B8%E1%81%80%E1%80%94%E1%80%BA%E1%80%B8+%E1%81%8A++%E1%80%99%E1%80%AD%E1%80%94%E1%80%BA%E1%80%B8%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8+%E1%81%8A++%E1%80%85%E1%80%BB%E1%80%B1%E1%80%B8%E1%80%9E%E1%80%85%E1%80%BA%E1%80%9B%E1%80%95%E1%80%BA+%E1%81%8A++%E1%80%92%E1%80%AE%E1%80%95%E1%80%B2%E1%80%9A%E1%80%84%E1%80%BA%E1%80%B8+%E1%81%8B&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78529970>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0434,8/8/2025 18:34,0.002,ရေဦး-ရွှေဘိုလမ်း ၊ ပြင်ဇေး ၊ ရွှေဘို,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%9B%E1%80%B1%E1%80%A6%E1%80%B8%E1%80%9B%E1%80%BD%E1%80%BE%E1%80%B1%E1%80%98%E1%80%AD%E1%80%AF%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8+%E1%81%8A+%E1%80%95%E1%80%BC%E1%80%84%E1%80%BA%E1%80%87%E1%80%B1%E1%80%B8+%E1%81%8A+%E1%80%9B%E1%80%BD%E1%80%BE%E1%80%B1%E1%80%98%E1%80%AD%E1%80%AF&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF7852BD70>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0435,8/8/2025 18:34,0.004,မြို့မဈေးအနီး၊စစ်ကိုင်းလမ်းမကြီး။,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%99%E1%80%88%E1%80%B1%E1%80%B8%E1%80%A1%E1%80%94%E1%80%AE%E1%80%B8%E1%81%8A%E1%80%85%E1%80%85%E1%80%BA%E1%80%80%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%80%99%E1%80%80%E1%80%BC%E1%80%AE%E1%80%B8%E1%81%8B&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF7852A0F0>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0436,8/8/2025 18:34,0.106,နာရီစင်အနီး၊ ရဲဦးဈေးမြောက်ဘက်၊ အလယ်တန်း၊ ရေဦး။,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%94%E1%80%AC%E1%80%9B%E1%80%AE%E1%80%85%E1%80%84%E1%80%BA%E1%80%A1%E1%80%94%E1%80%AE%E1%80%B8%E1%81%8A+%E1%80%9B%E1%80%B2%E1%80%A6%E1%80%B8%E1%80%88%E1%80%B1%E1%80%B8%E1%80%99%E1%80%BC%E1%80%B1%E1%80%AC%E1%80%80%E1%80%BA%E1%80%98%E1%80%80%E1%80%BA%E1%81%8A+%E1%80%A1%E1%80%9C%E1%80%9A%E1%80%BA%E1%80%90%E1%80%94%E1%80%BA%E1%80%B8%E1%81%8A+%E1%80%9B%E1%80%B1%E1%80%A6%E1%80%B8%E1%81%8B&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF7826B770>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0437,8/8/2025 18:34,0.013,အမှတ်(၉၄)၊ဗိုလ်ကြီးလမ်း၊ရန်ကြီးအောင်ရပ်ကွက်၊ဇီးကုန်း,ရန်ကြီးအောင်ရပ်ကွက်၊ မြစ်ကြီးနား၊ မြစ်ကြီးနား၊ မြစ်ကြီးနားခရိုင်၊ ကချင်ပြည်နယ်,25.3913478,97.3876185,MMR001001701503,All fields present,None,No error,,Sanity check: Pass,,
TC_0438,8/8/2025 18:34,0.015,လမ်းမတော်လမ်း၊အောင်ချမ်းသာရပ်ကွက်၊ခင်ဦး,အောင်ချမ်းသာရပ်ကွက်၊ ထန်းတပင်၊ ထန်းတပင်၊ တောင်ငူခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.8419337,96.4863159,MMR007014701505,All fields present,None,No error,,Sanity check: Pass,,
TC_0439,8/8/2025 18:34,0.068,အောင်ဆန်းသစ်လမ်း၊အင်းကျင်းမြိုင်ရပ်ကွက်၊ဖောင်းပြင် ။,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%86%E1%80%94%E1%80%BA%E1%80%B8%E1%80%9E%E1%80%85%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A%E1%80%A1%E1%80%84%E1%80%BA%E1%80%B8%E1%80%80%E1%80%BB%E1%80%84%E1%80%BA%E1%80%B8%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA%E1%81%8A%E1%80%96%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%B8%E1%80%95%E1%80%BC%E1%80%84%E1%80%BA+%E1%81%8B&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78235E20>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0440,8/8/2025 18:34,0.016,"အမှတ်(၂)၊ ဘောပင်လမ်း၊ အောင်ဇေယျရပ်ကွက်၊ မြို့မစျေး , ၀က်လက် ။",အောင်ဇေယျာရပ်ကွက်၊ လွယ်ဂျယ်၊ မိုးမောက်၊ ဗန်းမော်ခရိုင်၊ ကချင်ပြည်နယ်,24.200753,97.7226606,MMR001012702505,All fields present,None,No error,,Sanity check: Pass,,
TC_0441,8/8/2025 18:34,0.07,ကုန်သည်လမ်း၊ညဈေး(၃)ရပ်ကွက်၊,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%80%E1%80%AF%E1%80%94%E1%80%BA%E1%80%9E%E1%80%8A%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A%E1%80%8A%E1%80%88%E1%80%B1%E1%80%B8%E1%81%83%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA%E1%81%8A&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78528D70>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0442,8/8/2025 18:34,0.011,အမှတ်(၄၅)၊ရွှေမင်းဝင်းလမ်း၊ကျော်ဇေယျရပ်ကွက်၊ကောလင်း,ကျော်ဇေယျာ (၁) ရပ်ကွက်၊ ကောလင်း၊ ကောလင်း၊ ကောလင်းခရိုင်၊ စစ်ကိုင်းတိုင်းဒေသကြီး,23.7928675,95.6799816,MMR005024701502,All fields present,None,No error,,Sanity check: Pass,,
TC_0443,8/8/2025 18:34,0.07,မြို့မရပ်ကွက်၊ အထက်တန်းကျောင်းအနီး၊ပင်လယ်ဘူးမြို့,ပင်လည်ဘူး၊ ကောလင်းခရိုင်၊ စစ်ကိုင်းတိုင်းဒေသကြီး,24.0781042,95.3717092,MMR005026701,All fields present,None,No error,,Sanity check: Pass,,
TC_0444,8/8/2025 18:34,0.004,ရထားမှတ်တိုင်နှင့် မျိုးမဈေးအနီး၊ ကုန်သည်လမ်း၊ အင်းတေ,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%9B%E1%80%91%E1%80%AC%E1%80%B8%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA%E1%80%90%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%94%E1%80%BE%E1%80%84%E1%80%B7%E1%80%BA+%E1%80%99%E1%80%BB%E1%80%AD%E1%80%AF%E1%80%B8%E1%80%99%E1%80%88%E1%80%B1%E1%80%B8%E1%80%A1%E1%80%94%E1%80%AE%E1%80%B8%E1%81%8A+%E1%80%80%E1%80%AF%E1%80%94%E1%80%BA%E1%80%9E%E1%80%8A%E1%80%BA%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A+%E1%80%A1%E1%80%84%E1%80%BA%E1%80%B8%E1%80%90%E1%80%B1&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78268E90>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0445,8/8/2025 18:34,0.074,ပြည်ထော်စုလမ်း၊မျိုးမရပ်ကွက်တောင်ဘက်၊ဗျူးဂါရုံးရှေ့၊ဟိုပင်,ရန်မျိုးလုံရပ်ကွက်၊ ချမ်းအေးသာဇံ၊ မန္တလေးခရိုင်၊ မန္တလေးတိုင်းဒေသကြီး,21.9754362,96.057758,MMR010002701504,All fields present,None,No error,,Sanity check: Pass,,
TC_0446,8/8/2025 18:34,0.009,အိမ်အမှတ်( ၁၅)သုခလမ်း ၊ချောင်းငယ်ရပ်ကွက်၊ တနင်္သာရီမြို့။ ,ချောင်းငယ်ရပ်ကွက်၊ တနင်္သာရီ၊ တနင်္သာရီ၊ မြိတ်ခရိုင်၊ တနင်္သာရီတိုင်းဒေသကြီး,12.0896327,99.0115113,MMR006008701502,All fields present,None,No error,,Sanity check: Pass,,
TC_0447,8/8/2025 18:34,0.071,"အမှတ် ၁၃၃ ဦးမြတ်လေးလမ်း, ထား၀ယ်ကမ်းလမ်းထောင့် ,ထား၀ယ်ကမ်း မီးပွိုက်အနီး, စက်၀င်းရပ်ကွက် , မြိတ်မြိုံ",,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA+%E1%81%81%E1%81%83%E1%81%83+%E1%80%A6%E1%80%B8%E1%80%99%E1%80%BC%E1%80%90%E1%80%BA%E1%80%9C%E1%80%B1%E1%80%B8%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%81%8A++%E1%80%91%E1%80%AC%E1%80%B8%E1%81%80%E1%80%9A%E1%80%BA%E1%80%80%E1%80%99%E1%80%BA%E1%80%B8%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%80%91%E1%80%B1%E1%80%AC%E1%80%84%E1%80%B7%E1%80%BA+%E1%81%8A+%E1%80%91%E1%80%AC%E1%80%B8%E1%81%80%E1%80%9A%E1%80%BA%E1%80%80%E1%80%99%E1%80%BA%E1%80%B8+%E1%80%99%E1%80%AE%E1%80%B8%E1%80%95%E1%80%BD%E1%80%AD%E1%80%AF%E1%80%80%E1%80%BA%E1%80%A1%E1%80%94%E1%80%AE%E1%80%B8%E1%81%8A++%E1%80%85%E1%80%80%E1%80%BA%E1%81%80%E1%80%84%E1%80%BA%E1%80%B8%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA+%E1%81%8A++%E1%80%99%E1%80%BC%E1%80%AD%E1%80%90%E1%80%BA%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B6&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF782690A0>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0448,8/8/2025 18:34,0.009,အမှတ် ၁၃၅ ဗိုလ်ချုပ်လမ်း၊ ထားဝယ်စုရပ်ကွက်၊ မြိတ်မြို.။,ထားဝယ်စုရပ်ကွက်၊ မြိတ်၊ မြိတ်၊ မြိတ်ခရိုင်၊ တနင်္သာရီတိုင်းဒေသကြီး,12.4452006,98.5975163,MMR006005701507,All fields present,None,No error,,Sanity check: Pass,,
