Test Case ID,DateTime,Duration (sec),Input Address,Actual Returned Address,Latitude,Longitude,PCode,Result Format OK?,Missing Fields,Error Type (if any),Exception/Traceback,Test Outcome,Notes,
TC_2435,8/8/2025 18:38,0.075,မြောင်းမြ၊  မြောင်းမြ၊  ဧရာဝတီတိုင်းဒေသကြီး,အမှတ် (၁) ရပ်ကွက်၊ ဘိုကလေး၊ ဘိုကလေး၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017,All fields present,None,No error,,Sanity check: Pass,,
TC_2436,8/8/2025 18:38,0.081,မင်းလမ်း၊၊ ၊  ရှမ်းစုရပ်၊ အမှတ်(၁)နယ်မြေ၊၊  မင်းဘူး၊  မင်းဘူး၊  မကွေးတိုင်းဒေသကြီး,မကွေးတိုင်းဒေသကြီး,19.360274,95.2188379,MMR009,All fields present,None,No error,,Sanity check: Pass,,
TC_2437,8/8/2025 18:38,0.013,လမ်းကြား၊ သခင်ဖိုးလှကြီးလမ်း၊ ၊  နန-၁၇၊(ဇ) ရပ်ကွက်၊  ပြည်ကြီးတံခွန်၊  မန္တလေး၊  မန္တလေးတိုင်းဒေသကြီး,မဟာဇေယျာဘုံရပ်ကွက်၊ အောင်မြေသာဇံ၊ အောင်မြေသာစံ၊ မန္တလေးခရိုင်၊ မန္တလေးတိုင်းဒေသကြီး,22.0001933,96.0944003,MMR010001701519,All fields present,None,No error,,Sanity check: Pass,,
TC_2438,8/8/2025 18:38,0.042,အမှတ်(၁၈၆)၊၊ ချမ်းမြေ့လမ်း၊၊ ၊  မြို့မရပ်၊၊  မင်းလှ၊  သာယာဝတီ၊  ပဲခူးတိုင်းဒေသကြီး (အနောက်),မဇင်း (က) ရပ်ကွက်၊ ပဲခူး၊ ပဲခူး၊ ပဲခူးခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),17.3389765,96.4674319,MMR007001701515,All fields present,None,No error,,Sanity check: Pass,,
TC_2439,8/8/2025 18:38,0.011,နယ်မြေ(၉)၊၊ ၊ ရုံးကြီးလမ်း၊၊ ၊  ပိုးတန်းရပ်၊၊  စစ်ကိုင်း၊  စစ်ကိုင်း၊  စစ်ကိုင်းတိုင်းဒေသကြီး,ပိုးတန်းရပ်ကွက်၊ စစ်ကိုင်း၊ စစ်ကိုင်း၊ စစ်ကိုင်းခရိုင်၊ စစ်ကိုင်းတိုင်းဒေသကြီး,21.9159702,95.9621106,MMR005001701507,All fields present,None,No error,,Sanity check: Pass,,
TC_2440,8/8/2025 18:38,0.07,သောတာပန်၊ တိုက်နယ်၊ -၊ ၊  -၊  စစ်ကိုင်း၊  စစ်ကိုင်း၊  စစ်ကိုင်းတိုင်းဒေသကြီး,အမှတ် (၁) ရပ်ကွက်၊ အရာတော်၊ အရာတော်၊ မုံရွာခရိုင်၊ စစ်ကိုင်းတိုင်းဒေသကြီး,22.2858321,95.4476422,MMR005,All fields present,None,No error,,Sanity check: Pass,,
TC_2441,8/8/2025 18:38,0.011,မေယုလမ်းနှင့်ရှူခင်းသာလမ်းထောင့်၊ ၊  ကျေးပင်ကြီးရပ်ကွက်၊  စစ်တွေ၊  စစ်တွေ၊  ရခိုင်ပြည်နယ်,ကျေးပင်ကြီးရပ်ကွက်၊ စစ်တွေ၊ စစ်တွေ၊ စစ်တွေခရိုင်၊ ရခိုင်ပြည်နယ်,20.1527657,92.8676861,MMR012001701501,All fields present,None,No error,,Sanity check: Pass,,
TC_2442,8/8/2025 18:38,0.057,ရန်ကုန်လမ်းမကြီး၊ ၊  တပ်မြေဈေး၊ ရွာသစ်ကေအုပ်စု၊  စစ်တွေ၊  စစ်တွေ၊  ရခိုင်ပြည်နယ်,အနောက်ပိုင်းရပ်ကွက်၊ အမ်း၊ အမ်း၊ ကျောက်ဖြူခရိုင်၊ ရခိုင်ပြည်နယ်,19.7674709,94.0337846,MMR012,All fields present,None,No error,,Sanity check: Pass,,
TC_2443,8/8/2025 18:38,0.048,အမှတ်(၈)လမ်းနှင့် ဦအောင်ဇေယျလမ်း၊၊ ၊  မြို့မရပ်ကွက်၊  စဉ့်ကိုင်၊  ကျောက်ဆည်၊  မန္တလေးတိုင်းဒေသကြီး,မှန်တန်းရပ်ကွက်၊ အမရပူရ၊ အမရပူရ၊ မန္တလေးခရိုင်၊ မန္တလေးတိုင်းဒေသကြီး,21.9038842,96.0493896,MMR010006701503,All fields present,None,No error,,Sanity check: Pass,,
TC_2444,8/8/2025 18:38,0.011,ညောင်ဦး-ချောက်ကားလမ်းဘေး၊ ၊  မြို့မ(တောင်)ရပ်ကွက်၊ ရွာလယ်ဓမ္မာရုံအရှေ့ဘက်၊၊  ညောင်ဦး၊  ညောင်ဦး၊  မန္တလေးတိုင်းဒေသကြီး,မြို့မတောင်ရပ်ကွက်၊ ကျောက်ပန်းတောင်း၊ ကျောက်ပန်းတောင်း၊ ညောင်ဦးခရိုင်၊ မန္တလေးတိုင်းဒေသကြီး,20.8443442,95.1275716,MMR010020701510,All fields present,None,No error,,Sanity check: Pass,,
TC_2445,8/8/2025 18:38,0.199,အမှတ်(၁၁၈)၊၊ စမ်းချောင်းလမ်း၊ သုခမိန်လမ်းဒေါင့်၊၊ ၊  -၊  စမ်းချောင်း၊  ရန်ကုန်၊  ရန်ကုန်တိုင်းဒေသကြီး,ဧရာဝတီရပ်ကွက်၊ အလုံ၊ အလုံ၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7833762,96.1317814,MMR013,All fields present,None,No error,,Sanity check: Pass,,
TC_2446,8/8/2025 18:38,0.091,လမ်းကြား၊ ၂၆ ဘီလမ်း၊၊ ၊  -၊  ချမ်းအေးသာဇံ၊  မန္တလေး၊  မန္တလေးတိုင်းဒေသကြီး,မှန်တန်းရပ်ကွက်၊ အမရပူရ၊ အမရပူရ၊ မန္တလေးခရိုင်၊ မန္တလေးတိုင်းဒေသကြီး,21.9038842,96.0493896,MMR010,All fields present,None,No error,,Sanity check: Pass,,
TC_2447,8/8/2025 18:38,0.013,လေးတိုင်စင်အနီး၊ ပေါင်းနားရပ်ကွက်၊၊  စလင်း၊  မင်းဘူး၊  မကွေးတိုင်းဒေသကြီး,ပေါင်းနားရပ်ကွက်၊ စလင်း၊ စလင်း၊ မင်းဘူးခရိုင်၊ မကွေးတိုင်းဒေသကြီး,20.572543,94.6502012,MMR009010701503,All fields present,None,No error,,Sanity check: Pass,,
TC_2448,8/8/2025 18:38,0.052,ဆေးရုံအနီး၊၊ ၊  မြို့မရပ်၊၊  ချောက်၊  မကွေး၊  မကွေးတိုင်းဒေသကြီး,မကျီးကုန်းရပ်ကွက်၊ အောင်လံ၊ အောင်လံ၊ သရက်ခရိုင်၊ မကွေးတိုင်းဒေသကြီး,19.7654981,95.2579968,MMR009016701501,All fields present,None,No error,,Sanity check: Pass,,
TC_2449,8/8/2025 18:38,0.089,စုပေါင်းရုံးမြေညီထပ်၊ စုပေါင်းရုံးဝန်း၊ မာလာလမ်း၊ ၊  ရပ်ကွက်ကြီး(၆)၊  ပြင်ဦးလွင်၊  ပြင်ဦးလွင်၊  မန္တလေးတိုင်းဒေသကြီး,မှန်တန်းရပ်ကွက်၊ အမရပူရ၊ အမရပူရ၊ မန္တလေးခရိုင်၊ မန္တလေးတိုင်းဒေသကြီး,21.9038842,96.0493896,MMR010006701503,All fields present,None,No error,,Sanity check: Pass,,
TC_2450,8/8/2025 18:38,0.098,ငွေပဒေသာလမ်း၊၊ ၊  ၀ဏ္ဏရပ်ကွက်၊၊  စေတုတ္ထရာ၊  မင်းဘူး၊  မကွေးတိုင်းဒေသကြီး,မကွေးတိုင်းဒေသကြီး,19.360274,95.2188379,MMR009,All fields present,None,No error,,Sanity check: Pass,,
TC_2451,8/8/2025 18:38,0.091,ဆင်ဖြူရှင်လမ်း၊ ၊  အမှတ်(၃)ရပ်ကွက်၊၊  ဓနုဖြူ၊  မအူပင်၊  ဧရာဝတီတိုင်းဒေသကြီး,အမှတ် (၁) ရပ်ကွက်၊ ဘိုကလေး၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017024701501,All fields present,None,No error,,Sanity check: Pass,,
TC_2452,8/8/2025 18:38,0.086,အမှတ်(၁)ရပ်၊ ကမ္ဘာအေးကွက်သစ်၊၊  ဆင်ပေါင်ဝဲ၊  သရက်၊  မကွေးတိုင်းဒေသကြီး,မကွေးတိုင်းဒေသကြီး,19.360274,95.2188379,MMR009,All fields present,None,No error,,Sanity check: Pass,,
TC_2453,8/8/2025 18:38,0.05,မြစ်ကြီးနား၊  မြစ်ကြီးနား၊  ကချင်ပြည်နယ်,အလည်ရပ် ရပ်ကွက်၊ ဗန်းမော်၊ ဗန်းမော်၊ ဗန်းမော်ခရိုင်၊ ကချင်ပြည်နယ်,24.2629574,97.2383178,MMR001,All fields present,None,No error,,Sanity check: Pass,,
TC_2454,8/8/2025 18:38,0.085,စျေးလမ်း၊၊ ၊  ဖောင်ကွေရပ်၊၊  သဲကုန်း၊  ပြည်၊  ပဲခူးတိုင်းဒေသကြီး (အနောက်),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3312802,96.0679194,MMR007,All fields present,None,No error,,Sanity check: Pass,,
TC_2455,8/8/2025 18:38,0.057,ရဲစခန်းအနီး၊ အမှတ်၄တိုးချဲ့၊၊ ရိုးမပတ်လမ်း၊၊ ၊  -၊  တောင်တွင်းကြီး၊  မကွေး၊  မကွေးတိုင်းဒေသကြီး,ကန်ကြီးရပ်ကွက်၊ အောင်လံ၊ အောင်လံ၊ သရက်ခရိုင်၊ မကွေးတိုင်းဒေသကြီး,19.360274,95.2188379,MMR009,All fields present,None,No error,,Sanity check: Pass,,
TC_2456,8/8/2025 18:38,0.082,ဘောလုံးကွင်းလမ်း၊ ၊  အမှတ်(၁) ရပ်ကွက်၊ ဆွမ္မရာမြို့၊  ခန္တီး၊  ခန္တီး၊  စစ်ကိုင်းတိုင်းဒေသကြီး,စစ်ကိုင်းတိုင်းဒေသကြီး,22.2858321,95.4476422,MMR005,All fields present,None,No error,,Sanity check: Pass,,
TC_2457,8/8/2025 18:38,0.08,ရန်ကုန်-မန္တလေးလမ်း၊၊ ၊  (၆) ရပ်ကွက်၊ ဆွာမြို့၊  ရေတာရှည်၊  တောင်ငူ၊  ပဲခူးတိုင်းဒေသကြီး (အရှေ့),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3312802,96.0679194,MMR007,All fields present,None,No error,,Sanity check: Pass,,
TC_2458,8/8/2025 18:38,0.049,အမှတ်(၁၃/ခ)၊ -၊ ၊  သကြားစက်ဝင်း၊  မိုးကောင်း၊  မိုးညှင်း၊  ကချင်ပြည်နယ်,အလည်ရပ် ရပ်ကွက်၊ ဗန်းမော်၊ ဗန်းမော်၊ ဗန်းမော်ခရိုင်၊ ကချင်ပြည်နယ်,24.2629574,97.2383178,MMR001,All fields present,None,No error,,Sanity check: Pass,,
TC_2459,8/8/2025 18:38,0.179,အမှတ် (၉၀)၊ ပဲခူးမြစ်လမ်းဘေး၊ ၊  -၊  ဆိပ်ကမ်း၊  ရန်ကုန်၊  ရန်ကုန်တိုင်းဒေသကြီး,ဧရာဝတီရပ်ကွက်၊ အလုံ၊ အလုံ၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7833762,96.1317814,MMR013,All fields present,None,No error,,Sanity check: Pass,,
TC_2460,8/8/2025 18:38,0.086,ဗဟိုလမ်း၊ ဆိပ်ကြီးအရှေ့၊ ဆိပ်ကြီးခနောင်တိုမြို့နယ်၊၊ ၊  -၊  ဆိပ်ကြီး/ခနောင်တို၊  ရန်ကုန်၊  ရန်ကုန်တိုင်းဒေသကြီး,ရန်ကုန်တိုင်းဒေသကြီး,16.7833762,96.1317814,MMR013,All fields present,None,No error,,Sanity check: Pass,,
TC_2461,8/8/2025 18:38,0.054,သစ္စာလမ်း၊ ဆယ်မျက်နှာဘုရားအနီး၊၊  ဆိပ်ဖြူ၊  ပခုက္ကူ၊  မကွေးတိုင်းဒေသကြီး,ကန်ကြီးရပ်ကွက်၊ အောင်လံ၊ အောင်လံ၊ သရက်ခရိုင်၊ မကွေးတိုင်းဒေသကြီး,19.360274,95.2188379,MMR009,All fields present,None,No error,,Sanity check: Pass,,
TC_2462,8/8/2025 18:38,0.082,အမှတ်(၄၁)၊၊ -၊ ၊  ပါလောပါကယ်ရပ်၊  ဆီဆိုင်၊  တောင်ကြီး၊  ရှမ်းပြည်နယ် (တောင်ပိုင်း),ရှမ်းပြည်နယ် (အရှေ့),21.2827116,99.6230001,MMR016,All fields present,None,No error,,Sanity check: Pass,,
TC_2463,8/8/2025 18:38,0.012,မင်းလမ်း၊၊ ၊  မြကန်သာရပ်ကွက်၊၊  ဆီဆိုင်၊  တောင်ကြီး၊  ရှမ်းပြည်နယ် (တောင်ပိုင်း),မြကန်သာရပ်ကွက်၊ ဆီဆိုင်၊ ဆီဆိုင်၊ ရှမ်းပြည်နယ် (တောင်),20.1606974,97.2518004,MMR014004701506,All fields present,None,No error,,Sanity check: Pass,,
TC_2464,8/8/2025 18:38,0.074,ဒေးဒရဲ၊  ဖျာပုံ၊  ဧရာဝတီတိုင်းဒေသကြီး,အမှတ် (၁) ရပ်ကွက်၊ ဘိုကလေး၊ ဘိုကလေး၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017,All fields present,None,No error,,Sanity check: Pass,,
TC_2465,8/8/2025 18:38,0.121,ခ/၃၅၅၊ ဧဝရတ်လမ်း၊ ၊  -၊  တောင်ကြီး၊  တောင်ကြီး၊  ရှမ်းပြည်နယ် (တောင်ပိုင်း),အမှတ် (၁) ရပ်ကွက်၊ ကျိုင်းတုံ၊ ကျိုင်းတုံ၊ ကျိုင်းတုံခရိုင်၊ ရှမ်းပြည်နယ် (အရှေ့),21.2827116,99.6230001,MMR016,All fields present,None,No error,,Sanity check: Pass,,
TC_2466,8/8/2025 18:38,0.014,ဆေးတက္ကသိုလ်ဝင်း၊ မကွေးမြို့၊  မကွေး၊  မကွေး၊  မကွေးတိုင်းဒေသကြီး,အောင်ချမ်းသာရပ်ကွက်၊ မကွေး၊ မကွေး၊ မကွေးခရိုင်၊ မကွေးတိုင်းဒေသကြီး,20.1418831,94.9511442,MMR009001701,All fields present,None,No error,,Sanity check: Pass,,
TC_2467,8/8/2025 18:38,0.075,မင်းလမ်း(၃)ရပ်ကွက်၊၊  ပေါင်၊  သထုံ၊  မွန်ပြည်နယ်,မွန်ပြည်နယ်,17.2167004,97.2302295,MMR011,All fields present,None,No error,,Sanity check: Pass,,
TC_2468,8/8/2025 18:38,0.081,အဒါးလမ်း၊၊ ၊  လမ်းမတော်မြောက်ရပ်ကွက်၊  ဇလွန်၊  ဟင်္သာတ၊  ဧရာဝတီတိုင်းဒေသကြီး,ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017,All fields present,None,No error,,Sanity check: Pass,,
TC_2469,8/8/2025 18:38,0.012,ဇာသပြင်လမ်းဆုံ၊၊ ၊  (၁)ရပ်ကွက်၊၊  ဘားအံ၊  ဘားအံ၊  ကရင်ပြည်နယ်,အမှတ် (၁) ရပ်ကွက်၊ ပိုင်ကျုံ၊ လှိုင်းဘွဲ့၊ ဘားအံခရိုင်၊ ကရင်ပြည်နယ်,17.0148611,97.9763156,MMR003002702501,All fields present,None,No error,,Sanity check: Pass,,
TC_2470,8/8/2025 18:38,0.082,အမှတ်(၉၁)၊မြို့နယ်ထွေ/ အုပ်ရုံးအနီး၊၊ စာတိုက်လမ်း၊၊ ၊  အမှတ်(၄)ရပ်ကွက်၊  ဇီးကုန်း၊  သာယာဝတီ၊  ပဲခူးတိုင်းဒေသကြီး (အနောက်),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3312802,96.0679194,MMR007,All fields present,None,No error,,Sanity check: Pass,,
TC_2471,8/8/2025 18:38,0.073,ရွာလယ်လမ်း၊၊ ၊  -၊  လက်ပံတန်း၊  သာယာဝတီ၊  ပဲခူးတိုင်းဒေသကြီး (အနောက်),ဗိုလ်ကုန်းရပ်ကွက်၊ ပဲခူး၊ ပဲခူး၊ ပဲခူးခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3312802,96.0679194,MMR007,All fields present,None,No error,,Sanity check: Pass,,
TC_2472,8/8/2025 18:38,0.075,စျေးလမ်း၊၊ ၊  မြို့မ(၂)ရပ်ကွက်၊၊  ဖြူး၊  တောင်ငူ၊  ပဲခူးတိုင်းဒေသကြီး (အရှေ့),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3312802,96.0679194,MMR007,All fields present,None,No error,,Sanity check: Pass,,
TC_2473,8/8/2025 18:38,0.032,မော်လမြိုင်၊  မော်လမြိုင်၊  မွန်ပြည်နယ်,ဗိုလ်တေဇရပ်ကွက်၊ ဘီးလင်း၊ ဘီးလင်း၊ သထုံခရိုင်၊ မွန်ပြည်နယ်,17.2167004,97.2302295,MMR011,All fields present,None,No error,,Sanity check: Pass,,
TC_2474,8/8/2025 18:38,0.023,ဌာနလမ်း၊ ၊  ၁ ရပ်ကွက်၊  အင်္ဂပူ၊  ဟင်္သာတ၊  ဧရာဝတီတိုင်းဒေသကြီး,အမှတ် (၁) ရပ်ကွက်၊ ဘိုကလေး၊ ဘိုကလေး၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017024701501,All fields present,None,No error,,Sanity check: Pass,,
TC_2475,8/8/2025 18:38,1.292,ညောင်ဇင်ရွာ၊ မြိတ်လမ်း၊၊ ၊  -၊  သရက်ချောင်း၊  ထားဝယ်၊  တနင်္သာရီတိုင်းဒေသကြီး,တနင်္သာရီတိုင်းဒေသကြီး,11.29608,98.54791,MMR006,All fields present,None,No error,,Sanity check: Pass,,
TC_2476,8/8/2025 18:38,0.015,ကျိုက်လက်ကျောင်းလမ်း၊ ၊  (၅)ရပ်ကွက်၊  ညောင်တုန်း၊  မအူပင်၊  ဧရာဝတီတိုင်းဒေသကြီး,အမှတ် (၅) ရပ်ကွက်၊ ဘိုကလေး၊ ဘိုကလေး၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017024701505,All fields present,None,No error,,Sanity check: Pass,,
TC_2477,8/8/2025 18:38,0.032,ကျိုက်မရော၊  ကျိုက်မရော၊  မွန်ပြည်နယ်,ဗိုလ်တေဇရပ်ကွက်၊ ဘီးလင်း၊ ဘီးလင်း၊ သထုံခရိုင်၊ မွန်ပြည်နယ်,17.2167004,97.2302295,MMR011,All fields present,None,No error,,Sanity check: Pass,,
TC_2478,8/8/2025 18:38,1.344,ညောင်ရမ်းရွာ၊၊ ညောင်ရမ်း- သာစည်လမ်းဘေး၊ ၊  ညောင်းရမ်းကျေးရွာ၊  သာစည်၊  မိတ္ထီလာ၊  မန္တလေးတိုင်းဒေသကြီး,မန္တလေးတိုင်းဒေသကြီး,21.81529045,96.02359772,MMR010,All fields present,None,No error,,Sanity check: Pass,,
TC_2479,8/8/2025 18:38,0.014,ဖောင်တော်ပြန်လမ်း၊၊ ၊  မင်္ဂလာရပ်ကွက်၊၊  ညောင်ရွှေ၊  တောင်ကြီး၊  ရှမ်းပြည်နယ် (တောင်ပိုင်း),အောင်မင်္ဂလာရပ်ကွက်၊ လားရှိုး၊ လားရှိုး၊ လားရှိုးခရိုင်၊ ရှမ်းပြည်နယ် (မြောက်),22.9543102,97.73473,MMR015001701505,All fields present,None,No error,,Sanity check: Pass,,
TC_2480,8/8/2025 18:38,0.078,အမှတ်-၃၇၊၊ စာတိုက်လမ်း၊၊ ၊  မြို့မ(၃)ရပ်ကွက်၊၊  ညောင်လေးပင်၊  ပဲခူး၊  ပဲခူးတိုင်းဒေသကြီး (အရှေ့),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3312802,96.0679194,MMR007,All fields present,None,No error,,Sanity check: Pass,,
TC_2481,8/8/2025 18:38,0.079,စာတိုက်ရုံးရှေ့၊ အနော်ရထာလမ်း၊၊ ၊  သီရိပစ္စယာ(၄)ရပ်ကွက်၊၊  ညောင်ဦး၊  ညောင်ဦး၊  မန္တလေးတိုင်းဒေသကြီး,မန္တလေးတိုင်းဒေသကြီး,21.9038842,96.0493896,MMR010,All fields present,None,No error,,Sanity check: Pass,,
TC_2482,8/8/2025 18:38,0.025,စျေးအနီး၊၊ မြို့မလမ်း၊၊ ၊  ၄ရပ်ကွက်၊၊  ကျောက်တန်း၊  ရန်ကုန်၊  ရန်ကုန်တိုင်းဒေသကြီး,အမှတ် (၄) ရပ်ကွက်၊ ဗိုလ်တထောင်၊ ဗိုလ်တထောင်၊ ရန်ကုန်(အရှေ့ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.7746751,96.1825315,MMR013017701504,All fields present,None,No error,,Sanity check: Pass,,
TC_2483,8/8/2025 18:38,0.083,ပင်းယရပ်ကွက်၊၊  တံတားဦး၊  ကျောက်ဆည်၊  မန္တလေးတိုင်းဒေသကြီး,မန္တလေးတိုင်းဒေသကြီး,21.9038842,96.0493896,MMR010,All fields present,None,No error,,Sanity check: Pass,,
TC_2484,8/8/2025 18:38,0.012,ဗလလမ်း၊ ၊  ချောင်းကြီးရပ်ကွက်၊  တနင်္သာရီ၊  မြိတ်၊  တနင်္သာရီတိုင်းဒေသကြီး,ချောင်းကြီးရပ်ကွက်၊ တနင်္သာရီ၊ တနင်္သာရီ၊ မြိတ်ခရိုင်၊ တနင်္သာရီတိုင်းဒေသကြီး,12.0904315,99.0123729,MMR006008701501,All fields present,None,No error,,Sanity check: Pass,,
TC_2485,8/8/2025 18:38,0.047,တနိုင်း၊  မြစ်ကြီးနား၊  ကချင်ပြည်နယ်,အလည်ရပ် ရပ်ကွက်၊ ဗန်းမော်၊ ဗန်းမော်၊ ဗန်းမော်ခရိုင်၊ ကချင်ပြည်နယ်,24.2629574,97.2383178,MMR001,All fields present,None,No error,,Sanity check: Pass,,
TC_2486,8/8/2025 18:38,0.011,ပုန်းညက်လမ်း၊ တပ်ကုန်း၊ ၊  မြဝတီရပ်ကွက်၊၊  တပ်ကုန်း၊  နေပြည်တော်၊  နေပြည်တော် (ပြည်ထောင်စုနယ်မြေ),မြဝတီရပ်ကွက်၊ တပ်ကုန်း၊ တပ်ကုန်း၊ ဥတ္တရခရိုင်၊ နေပြည်တော်,20.1326447,96.2004383,MMR018003701503,All fields present,None,No error,,Sanity check: Pass,,
TC_2487,8/8/2025 18:38,0.011,ဗိုလ်ချုပ်လမ်း၊၊ ၊  မင်းပိုင်ရပ်ကွက်၊၊  တွံတေး၊  ရန်ကုန်၊  ရန်ကုန်တိုင်းဒေသကြီး,မင်းပိုင်းရပ်ကွက်၊ ကွမ်းခြံကုန်း၊ ကွမ်းခြံကုန်း၊ ရန်ကုန်(တောင်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.4391224,96.0095413,MMR013029701505,All fields present,None,No error,,Sanity check: Pass,,
TC_2488,8/8/2025 18:38,0.011,မက်မန်း၊  မက်မန်းမြို့၊  ရှမ်းပြည်နယ် (မြောက်ပိုင်း),အမှတ် (၁) ရပ်ကွက်၊ မက်မန်း၊ မက်မန်း၊ မက်မန်းခရိုင်၊ ရှမ်းပြည်နယ် (မြောက်),21.9542898,98.8714292,MMR015024701,All fields present,None,No error,,Sanity check: Pass,,
TC_2489,8/8/2025 18:38,0.011,နှင်းဆီလမ်း ၊၊ ၊  ဝမ်ကောင်းရပ်ကွက်၊  တာချီလိတ်၊  တာချီလိတ်၊  ရှမ်းပြည်နယ် (အရှေ့),ဝမ်ကောင်းရပ်ကွက်၊ တာချီလိတ်၊ တာချီလိတ်၊ တာချီလိတ်ခရိုင်၊ ရှမ်းပြည်နယ် (အရှေ့),20.4521225,99.898914,MMR016009701503,All fields present,None,No error,,Sanity check: Pass,,
TC_2490,8/8/2025 18:38,0.078,တာပွန်စာတိုက်လမ်း၊၊ ၊  အလယ်ပေါက်ရပ်ကွက်၊၊  နတ်တလင်း၊  သာယာဝတီ၊  ပဲခူးတိုင်းဒေသကြီး (အနောက်),ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3312802,96.0679194,MMR007,All fields present,None,No error,,Sanity check: Pass,,
TC_2491,8/8/2025 18:38,0.079,အမှတ်(၁၀၁)၊၊ ဗညးဒလလမ်း၊ ၊  ဗိုလ်ချို(၂)ရပ်ကွက်၊၊  တာမွေ၊  ရန်ကုန်၊  ရန်ကုန်တိုင်းဒေသကြီး,ရန်ကုန်တိုင်းဒေသကြီး,16.7833762,96.1317814,MMR013,All fields present,None,No error,,Sanity check: Pass,,
TC_2492,8/8/2025 18:38,0.112,ဆေးရုံလမ်း၊ ၊  -၊  တာချီလိတ်၊  တာချီလိတ်၊  ရှမ်းပြည်နယ် (အရှေ့),အမှတ် (၁) ရပ်ကွက်၊ ကျိုင်းတုံ၊ ကျိုင်းတုံ၊ ကျိုင်းတုံခရိုင်၊ ရှမ်းပြည်နယ် (အရှေ့),21.2827116,99.6230001,MMR016,All fields present,None,No error,,Sanity check: Pass,,
TC_2493,8/8/2025 18:38,0.075,ဗိုလ်ချုပ်လမ်း၊ ၊  အောင်မင်္ဂလာရပ်ကွက်၊ တာဟန်းမြို့၊  ကလေး၊  ကလေး၊  စစ်ကိုင်းတိုင်းဒေသကြီး,စစ်ကိုင်းတိုင်းဒေသကြီး,22.2858321,95.4476422,MMR005,All fields present,None,No error,,Sanity check: Pass,,
TC_2494,8/8/2025 18:38,0.011,တိုက်ကြီးကားဂိတ်အနီး၊၊ ပြည်လမ်း၊၊ ၊  ဘူတာရပ်ကွက်၊၊  တိုက်ကြီး၊  ရန်ကုန်၊  ရန်ကုန်တိုင်းဒေသကြီး,အမှတ် (၁) ရပ်ကွက် (သမိုင်းဘူတာအနောက်)၊ မရမ်းကုန်း၊ မရမ်းကုန်း၊ ရန်ကုန်(အနောက်ပိုင်း)၊ ရန်ကုန်တိုင်းဒေသကြီး,16.832133,96.126855,MMR013042701501,All fields present,None,No error,,Sanity check: Pass,,
TC_2495,8/8/2025 18:38,0.01,မင်းလမ်း ၊၊ ၊  မြောက်ပိုင်းရပ်ကွက်၊  ပင်လောင်း၊  တောင်ကြီး၊  ရှမ်းပြည်နယ် (တောင်ပိုင်း),မြောက်ပိုင်းရပ်ကွက်၊ မိုးမိတ်၊ မိုးမိတ်၊ မိုးမိတ်ခရိုင်၊ ရှမ်းပြည်နယ် (မြောက်),23.1075096,96.671831,MMR015017701502,All fields present,None,No error,,Sanity check: Pass,,
TC_2496,8/8/2025 18:38,0.112,ကျိုင်းတုံ၊  ကျိုင်းတုံ၊  ရှမ်းပြည်နယ် (အရှေ့),အမှတ် (၁) ရပ်ကွက်၊ ကျိုင်းတုံ၊ ကျိုင်းတုံ၊ ကျိုင်းတုံခရိုင်၊ ရှမ်းပြည်နယ် (အရှေ့),21.2827116,99.6230001,MMR016,All fields present,None,No error,,Sanity check: Pass,,
TC_2497,8/8/2025 18:38,0.011,ပြည်ထောင်စုလမ်း၊၊ ၊  သစ်တောရပ်ကွက်၊၊  တောင်ကြီး၊  တောင်ကြီး၊  ရှမ်းပြည်နယ် (တောင်ပိုင်း),သစ်တောရပ်ကွက်၊ တောင်ကြီး၊ တောင်ကြီး၊ တောင်ကြီးခရိုင်၊ ရှမ်းပြည်နယ် (တောင်),20.7887571,97.0337141,MMR014001701517,All fields present,None,No error,,Sanity check: Pass,,
